Sentence #,Word,POS,Tag
Sentence,untuk ADP O,,
Sentence,diserap VERB O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Di ADP O,,
Sentence,RS PROPN B-LOC,,
Sentence,Sumber PROPN I-LOC,,
Sentence,Waras PROPN I-LOC,,
Sentence,", PUNCT O",,
Sentence,Jakarta PROPN B-LOC,,
Sentence,pada ADP O,,
Sentence,tanggal NOUN O,,
Sentence,24 NUM O,,
Sentence,April PROPN O,,
Sentence,1971 NUM O,,
Sentence,", PUNCT O",,
Sentence,fotografer NOUN O,,
Sentence,pengabadi NOUN O,,
Sentence,proklamasi NOUN O,,
Sentence,kemerdekaan NOUN O,,
Sentence,RI PROPN O,,
Sentence,ini DET O,,
Sentence,meninggal VERB O,,
Sentence,dalam ADP O,,
Sentence,sepi NOUN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Penurunan NOUN O,,
Sentence,harga NOUN O,,
Sentence,ini DET O,,
Sentence,telah ADV O,,
Sentence,terjadi VERB O,,
Sentence,selama ADP O,,
Sentence,dua NUM O,,
Sentence,hari NOUN O,,
Sentence,belakangan NOUN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Dalam ADP O,,
Sentence,pertemuan NOUN O,,
Sentence,itu DET O,,
Sentence,", PUNCT O",,
Sentence,sebanyak ADP O,,
Sentence,dua NUM O,,
Sentence,puluh NUM O,,
Sentence,empat NUM O,,
Sentence,ketua NOUN O,,
Sentence,PAN NOUN B-ORG,,
Sentence,kabupaten NOUN O,,
Sentence,atau CCONJ O,,
Sentence,kota NOUN O,,
Sentence,menandatangani VERB O,,
Sentence,dukungan NOUN O,,
Sentence,ke ADP O,,
Sentence,Zulkifli PROPN B-PER,,
Sentence,menjadi VERB O,,
Sentence,ketua NOUN O,,
Sentence,umum ADJ O,,
Sentence,pada ADP O,,
Sentence,kongres NOUN O,,
Sentence,mendatang ADJ O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Nota NOUN O,,
Sentence,kesepakatan NOUN O,,
Sentence,itu DET O,,
Sentence,ditandatangani VERB O,,
Sentence,oleh ADP O,,
Sentence,pimpinan NOUN O,,
Sentence,partai NOUN O,,
Sentence,politik NOUN O,,
Sentence,", PUNCT O",,
Sentence,kata NOUN O,,
Sentence,Yudhoyono PROPN B-PER,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Triodos PROPN B-ORG,,
Sentence,", PUNCT O",,
Sentence,sebuah DET O,,
Sentence,bank NOUN O,,
Sentence,yang PRON O,,
Sentence,berbasis VERB O,,
Sentence,di ADP O,,
Sentence,Belanda PROPN B-LOC,,
Sentence,", PUNCT O",,
Sentence,memprediksi VERB O,,
Sentence,pembangkit NOUN O,,
Sentence,listrik NOUN O,,
Sentence,tenaga NOUN O,,
Sentence,ombak NOUN O,,
Sentence,ke ADP O,,
Sentence,depan NOUN O,,
Sentence,akan ADV O,,
Sentence,semakin ADV O,,
Sentence,menjanjikan VERB O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Kedatangan PROPN O,,
Sentence,Jokowi PROPN B-PER,,
Sentence,disambut VERB O,,
Sentence,oleh ADP O,,
Sentence,belasan NOUN O,,
Sentence,ribu NOUN O,,
Sentence,warga NOUN O,,
Sentence,yang PRON O,,
Sentence,telah ADV O,,
Sentence,menunggunya VERB O,,
Sentence,sejak ADP O,,
Sentence,Kamis PROPN O,,
Sentence,pagi PROPN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Effendi PROPN B-PER,,
Sentence,menyebut VERB O,,
Sentence,ada VERB O,,
Sentence,kelompok-kelompok NOUN O,,
Sentence,kecil ADJ O,,
Sentence,di ADP O,,
Sentence,lingkungan NOUN O,,
Sentence,Istana NOUN O,,
Sentence,yang PRON O,,
Sentence,dinilainya VERB O,,
Sentence,mengganggu VERB O,,
Sentence,pemerintahan NOUN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Menurut ADP O,,
Sentence,Sufyan PROPN B-PER,,
Sentence,", PUNCT O",,
Sentence,saat NOUN O,,
Sentence,itu DET O,,
Sentence,seluruh DET O,,
Sentence,sistem NOUN O,,
Sentence,dan CCONJ O,,
Sentence,program NOUN O,,
Sentence,partai NOUN O,,
Sentence,berjalan VERB O,,
Sentence,lancar NOUN O,,
Sentence,sesuai ADJ O,,
Sentence,target NOUN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Hal NOUN O,,
Sentence,itu DET O,,
Sentence,terutama ADV O,,
Sentence,karena SCONJ O,,
Sentence,diharapkan VERB O,,
Sentence,tenaga NOUN O,,
Sentence,kerja NOUN O,,
Sentence,lokal ADJ O,,
Sentence,dapat ADV O,,
Sentence,mengisi VERB O,,
Sentence,kebutuhan NOUN O,,
Sentence,tenaga NOUN O,,
Sentence,kesehatan NOUN O,,
Sentence,dalam ADP O,,
Sentence,negeri NOUN O,,
Sentence,terlebih ADV O,,
Sentence,dahulu ADV O,,
Sentence,sebelum ADP O,,
Sentence,mencari VERB O,,
Sentence,pekerjaan NOUN O,,
Sentence,di ADP O,,
Sentence,luar NOUN O,,
Sentence,negeri NOUN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Namun SCONJ O,,
Sentence,", PUNCT O",,
Sentence,secara ADP O,,
Sentence,pribadi ADJ O,,
Sentence,", PUNCT O",,
Sentence,Adnan PROPN B-PER,,
Sentence,menilai VERB O,,
Sentence,penggunaan NOUN O,,
Sentence,cadar ADJ O,,
Sentence,dalam ADP O,,
Sentence,persidangan NOUN O,,
Sentence,bertentangan VERB O,,
Sentence,dengan ADP O,,
Sentence,aturan NOUN O,,
Sentence,universal ADJ O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Diperkirakan VERB O,,
Sentence,2.615 NUM O,,
Sentence,orang NOUN O,,
Sentence,di ADP O,,
Sentence,Afrika PROPN B-LOC,,
Sentence,Barat PROPN I-LOC,,
Sentence,telah ADV O,,
Sentence,terinfeksi VERB O,,
Sentence,Ebola PROPN O,,
Sentence,sejak ADP O,,
Sentence,Maret PROPN O,,
Sentence,lalu ADJ O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Langsat PROPN O,,
Sentence,dipatok VERB O,,
Sentence,Rp PROPN O,,
Sentence,4-6 PROPN O,,
Sentence,ribu PROPN O,,
Sentence,dari ADP O,,
Sentence,Rp PROPN O,,
Sentence,10 NUM O,,
Sentence,ribu NOUN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Namun SCONJ O,,
Sentence,Noor PROPN B-PER,,
Sentence,Laila PROPN I-PER,,
Sentence,mengaku VERB O,,
Sentence,belum ADV O,,
Sentence,tahu VERB O,,
Sentence,apa PRON O,,
Sentence,bentuk NOUN O,,
Sentence,tindakan NOUN O,,
Sentence,konkret NOUN O,,
Sentence,yang PRON O,,
Sentence,akan ADV O,,
Sentence,diambil VERB O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Menteri PROPN O,,
Sentence,Penerangan PROPN O,,
Sentence,Sikhanyiso PROPN B-PER,,
Sentence,Ndlovu PROPN I-PER,,
Sentence,menyatakan VERB O,,
Sentence,terdapat VERB O,,
Sentence,bukti NOUN O,,
Sentence,nyata ADJ O,,
Sentence,bahwa SCONJ O,,
Sentence,musuh NOUN O,,
Sentence,lama ADJ O,,
Sentence,Harare PROPN B-PER,,
Sentence,bekerja VERB O,,
Sentence,dengan ADP O,,
Sentence,MDC PROPN B-ORG,,
Sentence,", PUNCT O",,
Sentence,yang PRON O,,
Sentence,pemimpinnya NOUN O,,
Sentence,", PUNCT O",,
Sentence,Morgan PROPN B-PER,,
Sentence,Tsvangirai PROPN I-PER,,
Sentence,", PUNCT O",,
Sentence,saat SCONJ O,,
Sentence,dirawat VERB O,,
Sentence,seksama ADJ O,,
Sentence,sesudah ADV O,,
Sentence,ditangkap VERB O,,
Sentence,dalam ADP O,,
Sentence,penggerebekan NOUN O,,
Sentence,pemerintah NOUN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Alasannya NOUN O,,
Sentence,", PUNCT O",,
Sentence,kata NOUN O,,
Sentence,Gus PROPN B-PER,,
Sentence,Dur PROPN I-PER,,
Sentence,di ADP O,,
Sentence,Jakarta PROPN B-LOC,,
Sentence,", PUNCT O",,
Sentence,Selasa PROPN O,,
Sentence,"(7/7), PUNCT O",,
Sentence,ia PRON O,,
Sentence,menilai VERB O,,
Sentence,masih ADV O,,
Sentence,banyak ADV O,,
Sentence,kecurangan NOUN O,,
Sentence,yang PRON O,,
Sentence,dilakukan VERB O,,
Sentence,Komisi PROPN B-ORG,,
Sentence,Pemilihan PROPN I-ORG,,
Sentence,Umum PROPN I-ORG,,
Sentence,(KPU) PROPN I-ORG,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Presiden PROPN O,,
Sentence,Indonesia PROPN O,,
Sentence,ketiga NUM O,,
Sentence,Bacharuddin PROPN B-PER,,
Sentence,Jusuf PROPN I-PER,,
Sentence,Habibie PROPN I-PER,,
Sentence,meraih VERB O,,
Sentence,penghargaan NOUN O,,
Sentence,prestisius NOUN O,,
Sentence,yakni ADV O,,
Sentence,Rooseeno PROPN O,,
Sentence,Award PROPN O,,
Sentence,di ADP O,,
Sentence,Jakarta PROPN B-LOC,,
Sentence,", PUNCT O",,
Sentence,Sabtu DET O,,
Sentence,malam NOUN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Pada ADP O,,
Sentence,kesempatan NOUN O,,
Sentence,yang PRON O,,
Sentence,sama ADJ O,,
Sentence,", PUNCT O",,
Sentence,Staf PROPN O,,
Sentence,Departemen PROPN O,,
Sentence,Kebijakan PROPN O,,
Sentence,Pengaturan PROPN O,,
Sentence,Sistem PROPN O,,
Sentence,Pembayaran PROPN O,,
Sentence,Bank PROPN B-ORG,,
Sentence,Indonesia PROPN I-ORG,,
Sentence,Mutiara PROPN B-PER,,
Sentence,Sibarani PROPN I-PER,,
Sentence,mengatakan VERB O,,
Sentence,rendahnya NOUN O,,
Sentence,tingkat NOUN O,,
Sentence,literasi NOUN O,,
Sentence,jasa NOUN O,,
Sentence,keuangan NOUN O,,
Sentence,juga ADV O,,
Sentence,menunjukkan VERB O,,
Sentence,banyak ADV O,,
Sentence,masyarakat NOUN O,,
Sentence,yang PRON O,,
Sentence,tidak PART O,,
Sentence,teliti ADJ O,,
Sentence,dan CCONJ O,,
Sentence,cermat ADJ O,,
Sentence,dalam ADP O,,
Sentence,mengenali VERB O,,
Sentence,produk NOUN O,,
Sentence,jasa NOUN O,,
Sentence,keuangan NOUN O,,
Sentence,", PUNCT O",,
Sentence,seperti ADP O,,
Sentence,kartu NOUN O,,
Sentence,kredit NOUN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Djan PROPN B-PER,,
Sentence,Faridz PROPN I-PER,,
Sentence,yang PRON O,,
Sentence,rencananya ADV O,,
Sentence,akan ADV O,,
Sentence,maju VERB O,,
Sentence,mencalonkan VERB O,,
Sentence,diri NOUN O,,
Sentence,sebagai ADP O,,
Sentence,gubernur PROPN O,,
Sentence,DKI PROPN O,,
Sentence,Jakarta PROPN O,,
Sentence,ini DET O,,
Sentence,mengaku VERB O,,
Sentence,telah ADV O,,
Sentence,mengeluarkan VERB O,,
Sentence,dana NOUN O,,
Sentence,sekitar ADP O,,
Sentence,Rp PROPN O,,
Sentence,20 NUM O,,
Sentence,juta NOUN O,,
Sentence,untuk ADP O,,
Sentence,promosi NOUN O,,
Sentence,jadi VERB O,,
Sentence,calon NOUN O,,
Sentence,gubernur PROPN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Binatang NOUN O,,
Sentence,itu DET O,,
Sentence,hidup VERB O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Tindakan PROPN O,,
Sentence,polisi NOUN O,,
Sentence,tersebut DET O,,
Sentence,dilakukan VERB O,,
Sentence,tanpa ADP O,,
Sentence,mematuhi VERB O,,
Sentence,perintah NOUN O,,
Sentence,Pengadilan PROPN O,,
Sentence,Tinggi PROPN O,,
Sentence,yang PRON O,,
Sentence,memutuskan VERB O,,
Sentence,bahwa SCONJ O,,
Sentence,pawai NOUN O,,
Sentence,itu DET O,,
Sentence,boleh ADV O,,
Sentence,dilaksanakan VERB O,,
Sentence,dan CCONJ O,,
Sentence,diperoleh VERB O,,
Sentence,partai NOUN O,,
Sentence,itu DET O,,
Sentence,Sabtu PROPN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Selain ADP O,,
Sentence,itu DET O,,
Sentence,", PUNCT O",,
Sentence,perbankan NOUN O,,
Sentence,juga ADV O,,
Sentence,harus ADV O,,
Sentence,mendukung VERB O,,
Sentence,sektor NOUN O,,
Sentence,investasi NOUN O,,
Sentence,dan CCONJ O,,
Sentence,ekspor NOUN O,,
Sentence,", PUNCT O",,
Sentence,sektor NOUN O,,
Sentence,industri NOUN O,,
Sentence,", PUNCT O",,
Sentence,pertanian NOUN O,,
Sentence,serta CCONJ O,,
Sentence,jasa NOUN O,,
Sentence,yang PRON O,,
Sentence,harus ADV O,,
Sentence,berkembang VERB O,,
Sentence,serta CCONJ O,,
Sentence,pembangunan NOUN O,,
Sentence,sektor NOUN O,,
Sentence,riil NOUN O,,
Sentence,lainnya ADJ O,,
Sentence,yang PRON O,,
Sentence,bisa ADV O,,
Sentence,menjadi VERB O,,
Sentence,kontributor NOUN O,,
Sentence,utama ADJ O,,
Sentence,dalam ADP O,,
Sentence,pertumbuhan NOUN O,,
Sentence,ekonomi NOUN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Menurutnya ADV O,,
Sentence,isu NOUN O,,
Sentence,reshuffle NOUN O,,
Sentence,dihembuskan VERB O,,
Sentence,oleh ADP O,,
Sentence,Istana NOUN O,,
Sentence,untuk ADP O,,
Sentence,mengalihkan VERB O,,
Sentence,isu NOUN O,,
Sentence,dugaan NOUN O,,
Sentence,korupsi NOUN O,,
Sentence,beberapa DET O,,
Sentence,kader NOUN O,,
Sentence,Partai PROPN B-ORG,,
Sentence,Demokrat PROPN I-ORG,,
Sentence,", PUNCT O",,
Sentence,seperti ADP O,,
Sentence,M PROPN B-PER,,
Sentence,Nazaruddin PROPN I-PER,,
Sentence,", PUNCT O",,
Sentence,dan CCONJ O,,
Sentence,kasus NOUN O,,
Sentence,bail NOUN O,,
Sentence,out NOUN O,,
Sentence,Century PROPN B-ORG,,
Sentence,", PUNCT O",,
Sentence,yang PRON O,,
Sentence,kembali ADV O,,
Sentence,dihembuskan VERB O,,
Sentence,oleh ADP O,,
Sentence,beberapa DET O,,
Sentence,orang NOUN O,,
Sentence,anggota NOUN O,,
Sentence,parlemen NOUN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Nasabah NOUN O,,
Sentence,asuransi NOUN O,,
Sentence,jiwa NOUN O,,
Sentence,pada ADP O,,
Sentence,semester NOUN O,,
Sentence,1 NUM O,,
Sentence,tahun NOUN O,,
Sentence,2007 NUM O,,
Sentence,tumbuh VERB O,,
Sentence,94 NUM O,,
Sentence,persen NOUN O,,
Sentence,", PUNCT O",,
Sentence,dengan ADP O,,
Sentence,30 NUM O,,
Sentence,persen NUM O,,
Sentence,di ADP O,,
Sentence,antaranya ADP O,,
Sentence,terjadi VERB O,,
Sentence,pada ADP O,,
Sentence,produk NOUN O,,
Sentence,unitlink ADJ O,,
Sentence,", PUNCT O",,
Sentence,karena SCONJ O,,
Sentence,terjadinya VERB O,,
Sentence,peralihan NOUN O,,
Sentence,dana NOUN O,,
Sentence,dari ADP O,,
Sentence,perbankan NOUN O,,
Sentence,ke ADP O,,
Sentence,asuransi NOUN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Dengan ADP O,,
Sentence,mengendap-endap VERB O,,
Sentence,", PUNCT O",,
Sentence,Mendur PROPN B-PER,,
Sentence,Bersaudara PROPN O,,
Sentence,berhasil VERB O,,
Sentence,merapat VERB O,,
Sentence,ke ADP O,,
Sentence,rumah NOUN O,,
Sentence,di ADP O,,
Sentence,Jalan PROPN B-LOC,,
Sentence,Pegangsaan PROPN I-LOC,,
Sentence,Timur PROPN I-LOC,,
Sentence,Nomor NOUN O,,
Sentence,56 NUM O,,
Sentence,", PUNCT O",,
Sentence,Cikini PROPN B-LOC,,
Sentence,", PUNCT O",,
Sentence,Jakarta PROPN B-LOC,,
Sentence,tatkala SCONJ O,,
Sentence,jam NOUN O,,
Sentence,masih ADV O,,
Sentence,menunjukkan VERB O,,
Sentence,pukul NOUN O,,
Sentence,5 NUM O,,
Sentence,pagi NOUN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Indikator NOUN O,,
Sentence,itu DET O,,
Sentence,bisa ADV O,,
Sentence,dilihat VERB O,,
Sentence,dari ADP O,,
Sentence,kerang NOUN O,,
Sentence,yang PRON O,,
Sentence,mampu ADV O,,
Sentence,menyimpan VERB O,,
Sentence,logam NOUN O,,
Sentence,berat ADJ O,,
Sentence,dalam ADP O,,
Sentence,jumlah NOUN O,,
Sentence,tinggi ADJ O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Misalnya ADP O,,
Sentence,masalah NOUN O,,
Sentence,Obor PROPN O,,
Sentence,Rakyat PROPN O,,
Sentence,juga ADV O,,
Sentence,tak PART O,,
Sentence,perlu ADV O,,
Sentence,diperpanjang ADJ O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Lewat PROPN O,,
Sentence,Gateway PROPN O,,
Sentence,to PROPN O,,
Sentence,Astronaut PROPN O,,
Sentence,Photography PROPN O,,
Sentence,of PROPN O,,
Sentence,Earth PROPN O,,
Sentence,", PUNCT O",,
Sentence,NASA PROPN B-ORG,,
Sentence,memiliki VERB O,,
Sentence,foto NOUN O,,
Sentence,dari ADP O,,
Sentence,misi NOUN O,,
Sentence,Mercury PROPN O,,
Sentence,pada ADP O,,
Sentence,era NOUN O,,
Sentence,1960-an NOUN O,,
Sentence,hingga ADP O,,
Sentence,foto-foto NOUN O,,
Sentence,baru ADJ O,,
Sentence,dari ADP O,,
Sentence,stasiun NOUN O,,
Sentence,luar NOUN O,,
Sentence,angkasa NOUN O,,
Sentence,internasional ADJ O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Mereka PRON O,,
Sentence,mengusulkan VERB O,,
Sentence,syarat NOUN O,,
Sentence,kenaikan NOUN O,,
Sentence,10 NUM O,,
Sentence,persen NOUN O,,
Sentence,dalam ADP O,,
Sentence,tiga NUM O,,
Sentence,bulan NOUN O,,
Sentence,terakhir ADJ O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Pertemuan NOUN O,,
Sentence,konsolidasi NOUN O,,
Sentence,pemenangan NOUN O,,
Sentence,Zulkifli PROPN B-PER,,
Sentence,Hasan PROPN I-PER,,
Sentence,tersebut DET O,,
Sentence,dihadiri VERB O,,
Sentence,Ketua NOUN O,,
Sentence,PAN PROPN B-ORG,,
Sentence,Sulawesi PROPN B-LOC,,
Sentence,Selatan PROPN I-LOC,,
Sentence,dan CCONJ O,,
Sentence,kabupaten NOUN O,,
Sentence,atau CCONJ O,,
Sentence,kota NOUN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Tapi SCONJ O,,
Sentence,potongan NOUN O,,
Sentence,berita NOUN O,,
Sentence,penting ADJ O,,
Sentence,berikutnya ADJ O,,
Sentence,mengenai ADP O,,
Sentence,kesehatan NOUN O,,
Sentence,ekonomi NOUN O,,
Sentence,- PUNCT O,,
Sentence,- PUNCT O,,
Sentence,pelepasan NOUN O,,
Sentence,pagi NOUN O,,
Sentence,ini DET O,,
Sentence,atas ADP O,,
Sentence,survei NOUN O,,
Sentence,manajer NOUN O,,
Sentence,pembelian NOUN O,,
Sentence,nasional ADJ O,,
Sentence,untuk ADP O,,
Sentence,bulan NOUN O,,
Sentence,Oktober PROPN O,,
Sentence,- PUNCT O,,
Sentence,- PUNCT O,,
Sentence,dapat ADV O,,
Sentence,menahan VERB O,,
Sentence,investor NOUN O,,
Sentence,untuk ADP O,,
Sentence,bertindak VERB O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Nggak PROPN O,,
Sentence,ada VERB O,,
Sentence,penimbunan NOUN O,,
Sentence,", PUNCT O",,
Sentence,pasti ADV O,,
Sentence,tahu VERB O,,
Sentence,lah PART O,,
Sentence,", PUNCT O",,
Sentence,ini DET O,,
Sentence,kita PRON O,,
Sentence,monitor NOUN O,,
Sentence,harian ADJ O,,
Sentence,", PUNCT O",,
Sentence,dari ADP O,,
Sentence,hari NOUN O,,
Sentence,ke ADP O,,
Sentence,hari NOUN O,,
Sentence,saya PRON O,,
Sentence,pribadi ADJ O,,
Sentence,memonitor VERB O,,
Sentence,berapa DET O,,
Sentence,volume NOUN O,,
Sentence,yang PRON O,,
Sentence,disalurkan VERB O,,
Sentence,", PUNCT O",,
Sentence,katanya NOUN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Untuk ADP O,,
Sentence,menghadapi VERB O,,
Sentence,fakta NOUN O,,
Sentence,genetik NOUN O,,
Sentence,homeostasis NOUN O,,
Sentence,", PUNCT O",,
Sentence,kelompok NOUN O,,
Sentence,ilmuwan NOUN O,,
Sentence,ini DET O,,
Sentence,menggunakan VERB O,,
Sentence,konsep NOUN O,,
Sentence,mutasi NOUN O,,
Sentence,", PUNCT O",,
Sentence,yang PRON O,,
Sentence,telah ADV O,,
Sentence,diperkenalkan VERB O,,
Sentence,oleh ADP O,,
Sentence,ahli NOUN O,,
Sentence,botani NOUN O,,
Sentence,Belanda PROPN O,,
Sentence,Hugo PROPN B-PER,,
Sentence,de PROPN I-PER,,
Sentence,Vries PROPN I-PER,,
Sentence,pada ADP O,,
Sentence,awal ADJ O,,
Sentence,abad NOUN O,,
Sentence,ke-20 NUM O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Kondisi NOUN O,,
Sentence,pasar ADJ O,,
Sentence,di ADP O,,
Sentence,kawasan NOUN O,,
Sentence,Pasar NOUN B-LOC,,
Sentence,Sentral PROPN I-LOC,,
Sentence,Kota PROPN I-LOC,,
Sentence,Medan PROPN I-LOC,,
Sentence,semakin ADV O,,
Sentence,semrawut NOUN O,,
Sentence,", PUNCT O",,
Sentence,khususnya ADJ O,,
Sentence,di ADP O,,
Sentence,Jalan PROPN B-LOC,,
Sentence,Bintang PROPN I-LOC,,
Sentence,", PUNCT O",,
Sentence,Jalan PROPN B-LOC,,
Sentence,Bulan PROPN I-LOC,,
Sentence,", PUNCT O",,
Sentence,Jalan PROPN B-LOC,,
Sentence,Veteran PROPN I-LOC,,
Sentence,", PUNCT O",,
Sentence,di ADP O,,
Sentence,lokasi NOUN O,,
Sentence,tempat NOUN O,,
Sentence,jualan NOUN O,,
Sentence,asal NOUN O,,
Sentence,berdiri VERB O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Andi PROPN B-PER,,
Sentence,mengatakan VERB O,,
Sentence,Jokowi PROPN B-PER,,
Sentence,rencananya NOUN O,,
Sentence,melantik VERB O,,
Sentence,Prasetyo PROPN B-PER,,
Sentence,sebagai ADP O,,
Sentence,Jaksa PROPN O,,
Sentence,Agung PROPN O,,
Sentence,pada ADP O,,
Sentence,siang NOUN O,,
Sentence,ini DET O,,
Sentence,pukul NOUN O,,
Sentence,14.00 NUM O,,
Sentence,di ADP O,,
Sentence,Istana PROPN B-LOC,,
Sentence,Negara PROPN I-LOC,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Cristobal PROPN O,,
Sentence,semula ADV O,,
Sentence,terbentuk VERB O,,
Sentence,sebagai ADP O,,
Sentence,depresi NOUN O,,
Sentence,di ADP O,,
Sentence,kepulauan PROPN B-LOC,,
Sentence,Turks PROPN I-LOC,,
Sentence,dan CCONJ O,,
Sentence,Cairos PROPN B-LOC,,
Sentence,", PUNCT O",,
Sentence,Sabtu PROPN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Untuk ADP O,,
Sentence,12 NUM O,,
Sentence,bulan NOUN O,,
Sentence,yang PRON O,,
Sentence,berakhir VERB O,,
Sentence,pada ADP O,,
Sentence,bulan NOUN O,,
Sentence,september NOUN O,,
Sentence,", PUNCT O",,
Sentence,indeks NOUN O,,
Sentence,ini DET O,,
Sentence,naik VERB O,,
Sentence,5.1% SYM O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Mundurnya PROPN O,,
Sentence,Hary PROPN B-PER,,
Sentence,Tanoesoedibyo PROPN I-PER,,
Sentence,dan CCONJ O,,
Sentence,sejumlah DET O,,
Sentence,pengurus NOUN O,,
Sentence,teras NOUN O,,
Sentence,Dewan PROPN O,,
Sentence,Pimpinan PROPN O,,
Sentence,Pusat PROPN O,,
Sentence,Partai PROPN O,,
Sentence,Nasional PROPN B-ORG,,
Sentence,Demokrat PROPN I-ORG,,
Sentence,", PUNCT O",,
Sentence,malah ADV O,,
Sentence,disyukuri VERB O,,
Sentence,pengurus NOUN O,,
Sentence,DPD PROPN O,,
Sentence,Partai PROPN O,,
Sentence,NasDem PROPN B-ORG,,
Sentence,Kabupaten PROPN B-LOC,,
Sentence,Sumenep PROPN I-LOC,,
Sentence,", PUNCT O",,
Sentence,Jawa PROPN B-LOC,,
Sentence,Timur PROPN I-LOC,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Untuk ADP O,,
Sentence,menghindari VERB O,,
Sentence,terjadinya VERB O,,
Sentence,bom NOUN O,,
Sentence,mobil NOUN O,,
Sentence,maka SCONJ O,,
Sentence,kendaraan-kendaraan NOUN O,,
Sentence,perlu ADV O,,
Sentence,diparkir VERB O,,
Sentence,di ADP O,,
Sentence,lokasi NOUN O,,
Sentence,yang PRON O,,
Sentence,jauh ADJ O,,
Sentence,dari ADP O,,
Sentence,gedung NOUN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Ketua NOUN O,,
Sentence,Dewan PROPN O,,
Sentence,Pakar PROPN O,,
Sentence,Partai PROPN B-ORG,,
Sentence,Golkar PROPN I-ORG,,
Sentence,Siswono PROPN B-PER,,
Sentence,Yudo PROPN I-PER,,
Sentence,Husodo PROPN I-PER,,
Sentence,mengatakan VERB O,,
Sentence,", PUNCT O",,
Sentence,Golkar PROPN B-ORG,,
Sentence,tidak PART O,,
Sentence,akan ADV O,,
Sentence,mungkin ADV O,,
Sentence,berada VERB O,,
Sentence,di ADP O,,
Sentence,luar NOUN O,,
Sentence,pemerintahan NOUN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Saya PRON O,,
Sentence,belum ADV O,,
Sentence,bisa ADV O,,
Sentence,komentar NOUN O,,
Sentence,soal NOUN O,,
Sentence,capres NOUN O,,
Sentence,. PUNCT O,,
Sentence,Kalau SCONJ O,,
Sentence,saya PRON O,,
Sentence,bilang VERB O,,
Sentence,tidak PART O,,
Sentence,ternyata ADV O,,
Sentence,Mukernas PROPN O,,
Sentence,memilih VERB O,,
Sentence,saya PRON O,,
Sentence,", PUNCT O",,
Sentence,kalau SCONJ O,,
Sentence,saya PRON O,,
Sentence,bilang VERB O,,
Sentence,iya NOUN O,,
Sentence,ternyata ADV O,,
Sentence,Mukernas PROPN O,,
Sentence,tidak PART O,,
Sentence,memilih VERB O,,
Sentence,saya PRON O,,
Sentence,gimana DET O,,
Sentence,", PUNCT O",,
Sentence,tuturnya NOUN O,,
Sentence,. PUNCT O,,
Sentence,,,
Sentence,Prasetyo PROPN B-PER,,
Sentence,merupakan VERB O,,
Sentence,politikus NOUN O,,
Sentence,Partai PROPN B-ORG,,
Sentence,NasDem PROPN I-ORG,,
Sentence,yang PRON O,,
Sentence,kini NOUN O,,
Sentence,menjadi VERB O,,
Sentence,anggota NOUN O,,
Sentence,DPR PROPN B-ORG,,
